avg_x,avg_y,timestamp_sec,person_id,cluster,class,type,details
-10245.758620689656,-8609.034482758621,2013-01-09 03:35:09,10340900,1,STOP_1,cluster,cluster # 1
-10150.344827586207,-8662.551724137931,2013-01-09 03:35:10,10340900,1,STOP_1,cluster,cluster # 1
-10114.428571428572,-8674.642857142857,2013-01-09 03:35:11,10340900,1,STOP_1,cluster,cluster # 1
-10194.827586206897,-8665.793103448275,2013-01-09 03:35:12,10340900,1,STOP_1,cluster,cluster # 1
-10225.75,-8645.535714285714,2013-01-09 03:35:13,10340900,1,STOP_1,cluster,cluster # 1
-10255.379310344828,-8658.89655172414,2013-01-09 03:35:14,10340900,1,STOP_1,cluster,cluster # 1
-10207.413793103447,-8616.965517241379,2013-01-09 03:35:15,10340900,1,STOP_1,cluster,cluster # 1
-10216.413793103447,-8641.310344827585,2013-01-09 03:35:16,10340900,1,STOP_1,cluster,cluster # 1
-10226.586206896553,-8624.068965517241,2013-01-09 03:35:17,10340900,1,STOP_1,cluster,cluster # 1
-10371.275862068966,-8568.103448275862,2013-01-09 03:35:18,10340900,1,STOP_1,cluster,cluster # 1
-10349.620689655172,-8563.965517241379,2013-01-09 03:35:19,10340900,1,STOP_1,cluster,cluster # 1
-10310.785714285714,-8635.5,2013-01-09 03:35:20,10340900,1,STOP_1,cluster,cluster # 1
-10284.035714285714,-8632.142857142857,2013-01-09 03:35:21,10340900,1,STOP_1,cluster,cluster # 1
-10268.620689655172,-8642.48275862069,2013-01-09 03:35:22,10340900,1,STOP_1,cluster,cluster # 1
-10292.724137931034,-8626.551724137931,2013-01-09 03:35:23,10340900,1,STOP_1,cluster,cluster # 1
-10300.482758620688,-8630.551724137931,2013-01-09 03:35:24,10340900,1,STOP_1,cluster,cluster # 1
-10342.714285714284,-8566.214285714284,2013-01-09 03:35:25,10340900,1,STOP_1,cluster,cluster # 1
-10332.357142857141,-8600.285714285714,2013-01-09 03:35:26,10340900,1,STOP_1,cluster,cluster # 1
-10323.533333333333,-8606.5,2013-01-09 03:35:27,10340900,1,STOP_1,cluster,cluster # 1
-10274.586206896553,-8630.551724137931,2013-01-09 03:35:28,10340900,1,STOP_1,cluster,cluster # 1
-10248.655172413792,-8629.793103448275,2013-01-09 03:35:29,10340900,1,STOP_1,cluster,cluster # 1
-10023.03448275862,-8201.827586206897,2013-01-09 03:35:30,10340900,1,STOP_1,cluster,cluster # 1
-10092.344827586207,-8360.793103448275,2013-01-09 03:35:31,10340900,1,STOP_1,cluster,cluster # 1
-10100.241379310344,-8427.551724137931,2013-01-09 03:35:32,10340900,1,STOP_1,cluster,cluster # 1
-10092.0,-8272.566666666666,2013-01-09 03:35:33,10340900,1,STOP_1,cluster,cluster # 1
-10131.03448275862,-7966.482758620689,2013-01-09 03:35:34,10340900,1,STOP_1,cluster,cluster # 1
-10231.535714285714,-8082.392857142858,2013-01-09 03:35:35,10340900,1,STOP_1,cluster,cluster # 1
-10199.137931034482,-8337.103448275862,2013-01-09 03:35:36,10340900,1,STOP_1,cluster,cluster # 1
-10224.7,-8394.833333333332,2013-01-09 03:35:37,10340900,1,STOP_1,cluster,cluster # 1
-10256.964285714284,-8495.535714285714,2013-01-09 03:35:38,10340900,1,STOP_1,cluster,cluster # 1
-10243.266666666666,-8084.666666666665,2013-01-09 03:35:39,10340900,1,STOP_1,cluster,cluster # 1
-10166.137931034482,-8124.9655172413795,2013-01-09 03:35:40,10340900,1,STOP_1,cluster,cluster # 1
-10121.379310344828,-8355.965517241379,2013-01-09 03:35:41,10340900,1,STOP_1,cluster,cluster # 1
-10408.344827586208,-8498.241379310346,2013-01-09 03:35:42,10340900,1,STOP_1,cluster,cluster # 1
-10965.06896551724,-8822.068965517241,2013-01-09 03:35:43,10340900,1,STOP_1,cluster,cluster # 1
-11474.03448275862,-9244.862068965516,2013-01-09 03:35:44,10340900,1,STOP_1,cluster,cluster # 1
-11834.206896551725,-9594.965517241379,2013-01-09 03:35:45,10340900,1,STOP_1,cluster,cluster # 1
-11917.464285714286,-9780.428571428572,2013-01-09 03:35:46,10340900,1,STOP_1,cluster,cluster # 1
-12012.433333333332,-9720.5,2013-01-09 03:35:47,10340900,1,STOP_1,cluster,cluster # 1
-11957.928571428572,-9836.071428571428,2013-01-09 03:35:48,10340900,1,STOP_1,cluster,cluster # 1
-11938.655172413792,-9761.103448275862,2013-01-09 03:35:49,10340900,1,STOP_1,cluster,cluster # 1
-12026.892857142857,-9750.642857142857,2013-01-09 03:35:50,10340900,1,STOP_1,cluster,cluster # 1
-12056.620689655172,-9675.206896551725,2013-01-09 03:35:51,10340900,1,STOP_1,cluster,cluster # 1
-12134.724137931034,-9664.620689655172,2013-01-09 03:35:52,10340900,1,STOP_1,cluster,cluster # 1
-12028.310344827585,-9528.586206896553,2013-01-09 03:35:53,10340900,1,STOP_1,cluster,cluster # 1
-12065.03448275862,-9662.034482758621,2013-01-09 03:35:54,10340900,1,STOP_1,cluster,cluster # 1
-12013.344827586208,-9716.172413793103,2013-01-09 03:35:55,10340900,1,STOP_1,cluster,cluster # 1
-11992.1,-9730.166666666666,2013-01-09 03:35:56,10340900,1,STOP_1,cluster,cluster # 1
-11940.678571428572,-9899.714285714284,2013-01-09 03:35:57,10340900,1,STOP_1,cluster,cluster # 1
-11822.896551724138,-9851.724137931034,2013-01-09 03:35:58,10340900,1,STOP_1,cluster,cluster # 1
-11690.833333333332,-9842.166666666666,2013-01-09 03:35:59,10340900,1,STOP_1,cluster,cluster # 1
-11522.387096774193,-9526.548387096775,2013-01-09 03:36:00,10340900,1,STOP_1,cluster,cluster # 1
-11540.1,-9545.966666666665,2013-01-09 03:36:01,10340900,1,STOP_1,cluster,cluster # 1
-11647.766666666668,-9679.266666666666,2013-01-09 03:36:02,10340900,1,STOP_1,cluster,cluster # 1
-11906.866666666669,-9765.2,2013-01-09 03:36:03,10340900,1,STOP_1,cluster,cluster # 1
-12010.935483870968,-9664.483870967742,2013-01-09 03:36:04,10340900,1,STOP_1,cluster,cluster # 1
-12038.655172413792,-9685.620689655172,2013-01-09 03:36:05,10340900,1,STOP_1,cluster,cluster # 1
-12100.321428571428,-9796.214285714284,2013-01-09 03:36:06,10340900,1,STOP_1,cluster,cluster # 1
-12009.48275862069,-9667.379310344828,2013-01-09 03:36:07,10340900,1,STOP_1,cluster,cluster # 1
-11965.285714285714,-9704.214285714284,2013-01-09 03:36:08,10340900,1,STOP_1,cluster,cluster # 1
-11997.035714285714,-9687.357142857143,2013-01-09 03:36:09,10340900,1,STOP_1,cluster,cluster # 1
-11714.172413793103,-9617.862068965516,2013-01-09 03:36:10,10340900,1,STOP_1,cluster,cluster # 1
-11546.03448275862,-9682.896551724138,2013-01-09 03:36:11,10340900,1,STOP_1,cluster,cluster # 1
-11495.172413793103,-9660.103448275862,2013-01-09 03:36:12,10340900,1,STOP_1,cluster,cluster # 1
-11459.533333333333,-9534.633333333331,2013-01-09 03:36:13,10340900,1,STOP_1,cluster,cluster # 1
-11598.896551724138,-9591.758620689656,2013-01-09 03:36:14,10340900,1,STOP_1,cluster,cluster # 1
-11603.96551724138,-9723.931034482759,2013-01-09 03:36:15,10340900,1,STOP_1,cluster,cluster # 1
-11587.724137931034,-9700.896551724138,2013-01-09 03:36:16,10340900,1,STOP_1,cluster,cluster # 1
-11603.551724137931,-9588.06896551724,2013-01-09 03:36:17,10340900,1,STOP_1,cluster,cluster # 1
-11576.862068965516,-9600.51724137931,2013-01-09 03:36:18,10340900,1,STOP_1,cluster,cluster # 1
-11533.51724137931,-9601.51724137931,2013-01-09 03:36:19,10340900,1,STOP_1,cluster,cluster # 1
-11595.689655172415,-9697.137931034482,2013-01-09 03:36:20,10340900,1,STOP_1,cluster,cluster # 1
-11942.689655172415,-9737.06896551724,2013-01-09 03:36:21,10340900,1,STOP_1,cluster,cluster # 1
-12022.275862068966,-9723.862068965516,2013-01-09 03:36:22,10340900,1,STOP_1,cluster,cluster # 1
-12019.714285714286,-9538.107142857143,2013-01-09 03:36:23,10340900,1,STOP_1,cluster,cluster # 1
-12057.793103448275,-9017.344827586208,2013-01-09 03:36:24,10340900,1,STOP_1,cluster,cluster # 1
-12132.862068965516,-8454.103448275862,2013-01-09 03:36:25,10340900,1,STOP_1,cluster,cluster # 1
-12276.448275862069,-7783.241379310346,2013-01-09 03:36:26,10340900,-1,MOVE,transition,from cluster 1
-12388.551724137931,-6971.448275862069,2013-01-09 03:36:27,10340900,2,STOP_2,cluster,cluster # 2
-12284.344827586208,-6091.517241379311,2013-01-09 03:36:28,10340900,2,STOP_2,cluster,cluster # 2
-12371.285714285714,-5441.25,2013-01-09 03:36:29,10340900,2,STOP_2,cluster,cluster # 2
-12485.48275862069,-5211.620689655173,2013-01-09 03:36:30,10340900,2,STOP_2,cluster,cluster # 2
-12644.448275862069,-5370.172413793104,2013-01-09 03:36:31,10340900,2,STOP_2,cluster,cluster # 2
-12622.142857142857,-5498.678571428572,2013-01-09 03:36:32,10340900,2,STOP_2,cluster,cluster # 2
-12525.724137931034,-5486.931034482759,2013-01-09 03:36:33,10340900,2,STOP_2,cluster,cluster # 2
-12318.103448275862,-5549.344827586207,2013-01-09 03:36:34,10340900,2,STOP_2,cluster,cluster # 2
-12429.827586206897,-5492.586206896552,2013-01-09 03:36:35,10340900,2,STOP_2,cluster,cluster # 2
-12477.758620689656,-5525.206896551724,2013-01-09 03:36:36,10340900,2,STOP_2,cluster,cluster # 2
-12528.275862068966,-5572.172413793104,2013-01-09 03:36:37,10340900,2,STOP_2,cluster,cluster # 2
-12502.93103448276,-5552.793103448276,2013-01-09 03:36:38,10340900,2,STOP_2,cluster,cluster # 2
-12420.571428571428,-5321.857142857143,2013-01-09 03:36:39,10340900,2,STOP_2,cluster,cluster # 2
-12351.655172413792,-5212.344827586207,2013-01-09 03:36:40,10340900,2,STOP_2,cluster,cluster # 2
-12369.392857142857,-5032.642857142857,2013-01-09 03:36:41,10340900,2,STOP_2,cluster,cluster # 2
-12472.103448275862,-5007.551724137931,2013-01-09 03:36:42,10340900,2,STOP_2,cluster,cluster # 2
-12478.607142857143,-5009.535714285714,2013-01-09 03:36:43,10340900,2,STOP_2,cluster,cluster # 2
-12473.93103448276,-5099.448275862069,2013-01-09 03:36:44,10340900,2,STOP_2,cluster,cluster # 2
-12671.379310344828,-5019.0344827586205,2013-01-09 03:36:45,10340900,2,STOP_2,cluster,cluster # 2
-13197.142857142857,-4628.142857142857,2013-01-09 03:36:46,10340900,2,STOP_2,cluster,cluster # 2
-13865.62962962963,-4378.148148148148,2013-01-09 03:36:47,10340900,2,STOP_2,cluster,cluster # 2
-14631.06896551724,-4209.793103448276,2013-01-09 03:36:48,10340900,-1,MOVE,transition,from cluster 2
-15479.5,-4326.142857142857,2013-01-09 03:36:49,10340900,-1,MOVE,transition,from cluster 2
-16308.964285714286,-4449.857142857143,2013-01-09 03:36:50,10340900,-1,MOVE,transition,from cluster 2
-17095.666666666668,-4476.333333333333,2013-01-09 03:36:51,10340900,-1,MOVE,transition,from cluster 2
-17827.0,-4730.392857142857,2013-01-09 03:36:52,10340900,-1,MOVE,transition,from cluster 2
-18167.777777777777,-4579.777777777777,2013-01-09 03:36:53,10340900,-1,MOVE,transition,from cluster 2
-17763.62068965517,-3902.620689655173,2013-01-09 03:36:54,10340900,-1,MOVE,transition,from cluster 2
-16949.107142857145,-3469.035714285714,2013-01-09 03:36:55,10340900,-1,MOVE,transition,from cluster 2
-16301.551724137931,-2761.275862068965,2013-01-09 03:36:56,10340900,-1,MOVE,transition,from cluster 2
-15758.586206896553,-2116.103448275862,2013-01-09 03:36:57,10340900,-1,MOVE,transition,from cluster 2
-15498.137931034484,-1790.0344827586207,2013-01-09 03:36:58,10340900,-1,MOVE,transition,from cluster 2
-14482.733333333332,-768.1333333333333,2013-01-09 03:36:59,10340900,-1,MOVE,transition,from cluster 2
-13602.333333333332,-255.4333333333333,2013-01-09 03:37:00,10340900,-1,MOVE,transition,from cluster 2
-12740.1,171.4333333333333,2013-01-09 03:37:01,10340900,-1,MOVE,transition,from cluster 2
-11963.774193548388,635.4193548387096,2013-01-09 03:37:02,10340900,-1,MOVE,transition,from cluster 2
-11157.4,1102.7333333333331,2013-01-09 03:37:03,10340900,-1,MOVE,transition,from cluster 2
-10393.166666666668,1633.9333333333332,2013-01-09 03:37:04,10340900,-1,MOVE,transition,from cluster 2
-9622.870967741936,2234.967741935484,2013-01-09 03:37:05,10340900,-1,MOVE,transition,from cluster 2
-8805.344827586208,2883.137931034483,2013-01-09 03:37:06,10340900,-1,MOVE,transition,from cluster 2
-8040.862068965517,3485.9655172413795,2013-01-09 03:37:07,10340900,-1,MOVE,transition,from cluster 2
-7342.517241379311,4066.8965517241377,2013-01-09 03:37:08,10340900,-1,MOVE,transition,from cluster 2
-6694.379310344828,4701.275862068966,2013-01-09 03:37:09,10340900,-1,MOVE,transition,from cluster 2
-6101.518518518519,5346.111111111111,2013-01-09 03:37:10,10340900,-1,MOVE,transition,from cluster 2
-5651.103448275862,5982.689655172414,2013-01-09 03:37:11,10340900,-1,MOVE,transition,from cluster 2
-4498.7241379310335,6518.551724137931,2013-01-09 03:37:12,10340900,3,STOP_3,cluster,cluster # 3
-4059.7666666666664,7111.066666666667,2013-01-09 03:37:13,10340900,3,STOP_3,cluster,cluster # 3
-3629.793103448276,7698.620689655171,2013-01-09 03:37:14,10340900,3,STOP_3,cluster,cluster # 3
-3576.793103448276,8444.344827586208,2013-01-09 03:37:15,10340900,3,STOP_3,cluster,cluster # 3
-3512.7,8937.1,2013-01-09 03:37:16,10340900,3,STOP_3,cluster,cluster # 3
-3376.0666666666666,9161.766666666666,2013-01-09 03:37:17,10340900,3,STOP_3,cluster,cluster # 3
-3441.7586206896553,9153.655172413792,2013-01-09 03:37:18,10340900,3,STOP_3,cluster,cluster # 3
-3481.103448275862,9148.448275862069,2013-01-09 03:37:19,10340900,3,STOP_3,cluster,cluster # 3
-3551.285714285714,9368.285714285714,2013-01-09 03:37:20,10340900,3,STOP_3,cluster,cluster # 3
-3772.9259259259256,9550.259259259261,2013-01-09 03:37:21,10340900,3,STOP_3,cluster,cluster # 3
-3791.25,9476.428571428572,2013-01-09 03:37:22,10340900,3,STOP_3,cluster,cluster # 3
-3876.357142857143,9415.428571428572,2013-01-09 03:37:23,10340900,3,STOP_3,cluster,cluster # 3
-3817.5357142857138,9439.392857142857,2013-01-09 03:37:24,10340900,3,STOP_3,cluster,cluster # 3
-3954.5357142857138,9614.678571428572,2013-01-09 03:37:25,10340900,3,STOP_3,cluster,cluster # 3
-3939.1111111111113,9324.33333333333,2013-01-09 03:37:26,10340900,3,STOP_3,cluster,cluster # 3
-3837.5357142857138,8494.392857142857,2013-01-09 03:37:27,10340900,3,STOP_3,cluster,cluster # 3
-3551.0,7922.8214285714275,2013-01-09 03:37:28,10340900,3,STOP_3,cluster,cluster # 3
-3495.148148148148,7827.814814814816,2013-01-09 03:37:29,10340900,3,STOP_3,cluster,cluster # 3
-3417.5185185185182,7805.148148148147,2013-01-09 03:37:30,10340900,3,STOP_3,cluster,cluster # 3
-3415.037037037037,7738.296296296296,2013-01-09 03:37:31,10340900,3,STOP_3,cluster,cluster # 3
-3492.8214285714284,7665.107142857142,2013-01-09 03:37:32,10340900,3,STOP_3,cluster,cluster # 3
-3629.407407407408,8142.814814814816,2013-01-09 03:37:33,10340900,3,STOP_3,cluster,cluster # 3
-3698.321428571429,8496.714285714284,2013-01-09 03:37:34,10340900,3,STOP_3,cluster,cluster # 3
-3591.1111111111113,8460.814814814816,2013-01-09 03:37:35,10340900,3,STOP_3,cluster,cluster # 3
-3525.6071428571427,8437.142857142857,2013-01-09 03:37:36,10340900,3,STOP_3,cluster,cluster # 3
-3415.75,8256.785714285714,2013-01-09 03:37:37,10340900,3,STOP_3,cluster,cluster # 3
-3578.814814814815,8089.518518518518,2013-01-09 03:37:38,10340900,3,STOP_3,cluster,cluster # 3
-3659.346153846154,7445.461538461537,2013-01-09 03:37:39,10340900,3,STOP_3,cluster,cluster # 3
-3841.1111111111113,6736.481481481482,2013-01-09 03:37:40,10340900,3,STOP_3,cluster,cluster # 3
-4507.0370370370365,5983.703703703704,2013-01-09 03:37:41,10340900,-1,MOVE,transition,from cluster 3
-5802.5,5504.5,2013-01-09 03:37:42,10340900,-1,MOVE,transition,from cluster 3
-6879.785714285714,5498.892857142857,2013-01-09 03:37:43,10340900,-1,MOVE,transition,from cluster 3
-7915.75,5908.75,2013-01-09 03:37:44,10340900,-1,MOVE,transition,from cluster 3
-8727.607142857143,6240.178571428572,2013-01-09 03:37:45,10340900,-1,MOVE,transition,from cluster 3
-9646.555555555555,6360.0,2013-01-09 03:37:46,10340900,-1,MOVE,transition,from cluster 3
-10536.111111111111,6318.0370370370365,2013-01-09 03:37:47,10340900,-1,MOVE,transition,from cluster 3
-11323.192307692309,6175.576923076923,2013-01-09 03:37:48,10340900,4,STOP_4,cluster,cluster # 4
-11514.888888888889,6682.555555555556,2013-01-09 03:37:49,10340900,4,STOP_4,cluster,cluster # 4
-11536.678571428572,7425.607142857142,2013-01-09 03:37:50,10340900,4,STOP_4,cluster,cluster # 4
-11514.0,7742.222222222223,2013-01-09 03:37:51,10340900,4,STOP_4,cluster,cluster # 4
-11683.0,7728.185185185185,2013-01-09 03:37:52,10340900,4,STOP_4,cluster,cluster # 4
-11776.846153846154,7757.692307692308,2013-01-09 03:37:53,10340900,4,STOP_4,cluster,cluster # 4
-11633.592592592591,7630.259259259259,2013-01-09 03:37:54,10340900,4,STOP_4,cluster,cluster # 4
-11685.48148148148,7667.88888888889,2013-01-09 03:37:55,10340900,4,STOP_4,cluster,cluster # 4
-11749.148148148148,7705.666666666665,2013-01-09 03:37:56,10340900,4,STOP_4,cluster,cluster # 4
-11868.571428571428,7772.714285714284,2013-01-09 03:37:57,10340900,4,STOP_4,cluster,cluster # 4
-11835.296296296296,7768.481481481482,2013-01-09 03:37:58,10340900,4,STOP_4,cluster,cluster # 4
-11795.5,7804.0714285714275,2013-01-09 03:37:59,10340900,4,STOP_4,cluster,cluster # 4
-11761.533333333333,7732.5,2013-01-09 03:38:00,10340900,4,STOP_4,cluster,cluster # 4
-11863.233333333332,7741.6,2013-01-09 03:38:01,10340900,4,STOP_4,cluster,cluster # 4
-12035.866666666669,7761.4333333333325,2013-01-09 03:38:02,10340900,4,STOP_4,cluster,cluster # 4
-12768.67741935484,7863.967741935485,2013-01-09 03:38:03,10340900,4,STOP_4,cluster,cluster # 4
-13533.766666666668,8015.466666666665,2013-01-09 03:38:04,10340900,4,STOP_4,cluster,cluster # 4
-14208.8,8346.266666666666,2013-01-09 03:38:05,10340900,-1,MOVE,noise,before/after clustering
-14901.928571428572,8874.142857142857,2013-01-09 03:38:06,10340900,-1,MOVE,noise,before/after clustering
-15336.689655172415,9597.034482758621,2013-01-09 03:38:07,10340900,-1,MOVE,noise,before/after clustering
-15698.535714285714,10418.607142857143,2013-01-09 03:38:08,10340900,-1,MOVE,noise,before/after clustering
-16263.285714285714,11033.714285714286,2013-01-09 03:38:09,10340900,-1,MOVE,noise,before/after clustering
-17141.964285714286,11644.142857142857,2013-01-09 03:38:10,10340900,-1,MOVE,noise,before/after clustering
-18058.42857142857,12203.142857142857,2013-01-09 03:38:11,10340900,-1,MOVE,noise,before/after clustering
-18884.607142857145,13003.821428571428,2013-01-09 03:38:12,10340900,-1,MOVE,noise,before/after clustering
-19696.92857142857,13728.0,2013-01-09 03:38:13,10340900,-1,MOVE,noise,before/after clustering
-20445.58620689655,14433.172413793103,2013-01-09 03:38:14,10340900,-1,MOVE,noise,before/after clustering
-21216.48275862069,15049.172413793103,2013-01-09 03:38:15,10340900,-1,MOVE,noise,before/after clustering
-21814.535714285717,15764.892857142857,2013-01-09 03:38:16,10340900,-1,MOVE,noise,before/after clustering
-22514.071428571428,16321.0,2013-01-09 03:38:17,10340900,-1,MOVE,noise,before/after clustering
-23134.5,16717.25,2013-01-09 03:38:18,10340900,-1,MOVE,noise,before/after clustering
-23691.107142857145,17120.071428571428,2013-01-09 03:38:19,10340900,-1,MOVE,noise,before/after clustering
-23959.851851851847,17383.222222222223,2013-01-09 03:38:20,10340900,-1,MOVE,noise,before/after clustering
-23822.0,17352.0,2013-01-09 03:38:21,10340900,-1,MOVE,noise,before/after clustering
